	SYMBOL	ENTREZID	BD_NR.Veh.R1	BD_R.Veh.R1	Ctrl_Fam.Veh.R1	Ctrl_NIH1.Veh.R1	BD_NR.Li.R1	BD_R.Li.R1	Ctrl_Fam.Li.R1	Ctrl_NIH1.Li.R1	BD_NR.Val.R1	BD_R.Val.R1	Ctrl_Fam.Val.R1	Ctrl_NIH1.Val.R1	BD_NR.Veh.R2	BD_R.Veh.R2	Ctrl_Fam.Veh.R2	Ctrl_NIH1.Veh.R2	BD_NR.Li.R2	BD_R.Li.R2	Ctrl_NIH1.Li.R2	BD_NR.Val.R2	BD_R.Val.R2	Ctrl_Fam.Val.R2	Ctrl_NIH1.Val.R2	Ctrl_Fam.Li.R2
DIO1	DIO1	1733	0.315753	0	0.209113	0.274367	0.314581	0	0.111607	0.158347	0.18899	0.208874	0.0299561	0.100075	0.0587837	0.0310659	0.0669164	0.190497	0.11341	0.0597312	0.134909	0.0365647	0	0.252255	0.194275	0.0662476
DIO2	DIO2	1734	0.226839	0.427086	0.177575	0.123021	0.143015	0.0879168	0.252543	0.174305	0.126342	0.160642	0.11338	0.0663648	0.281619	0.0534109	0.0327696	0.0409699	0.111076	0.0803227	0.0300067	0.429376	0.099555	0.174011	0.132823	0.0566789
DIO3	DIO3	1735	4.33372	11.4585	0.216265	0.0715085	2.30557	5.20695	0.246714	0.170189	2.90125	4.34105	0.13805	0.178813	1.98672	3.21504	0.256241	1.2127	1.54704	2.44625	0.8908	0.671913	4.72529	0.28899	0.322491	0.304256
DIO3OS	DIO3OS	64150	3.52918	12.6527	0.415578	0.182271	1.92558	6.79782	0.104212	0.157528	2.43101	7.57401	0.125236	0.100344	1.22668	3.78618	0.17894	0.91777	1.31874	2.7141	0.434909	0.538385	2.46048	0.133294	0.178226	0.264493
DIP2A	DIP2A	23181	14.1404	28.9506	20.8898	31.9473	22.9139	29.153	17.9739	31.2573	20.5661	25.9493	18.6913	28.3048	19.6099	27.0286	26.2311	23.1999	22.7053	25.5937	24.8263	19.0297	16.9107	26.0026	26.1274	23.4444
DIP2B	DIP2B	57609	7.66775	15.5097	22.5758	14.8484	14.7275	17.5059	19.2252	15.6325	10.9815	14.8734	17.3471	14.6929	10.3454	12.4195	26.4928	11.8182	12.0353	13.9821	12.5637	11.5522	10.3888	33.459	13.3635	24.1077
DIP2C	DIP2C	22982	8.15135	11.1315	10.2367	8.60058	13.6277	12.0231	9.3407	8.1423	8.35792	10.5633	8.73852	9.33187	7.74695	9.61133	9.81315	6.32968	8.13919	9.20342	6.8046	7.25242	6.61687	10.8823	8.69098	9.52974
DIRAS1	DIRAS1	148252	3.01101	12.4941	14.425	7.90106	3.40393	9.75875	13.3495	8.49378	6.52559	15.4534	16.4743	17.1574	4.55394	10.2602	12.7876	7.92809	5.37002	10.0978	8.13973	8.48581	12.8321	19.2284	17.2298	15.1073
DIRAS2	DIRAS2	54769	0.607003	0.643396	2.68156	7.17538	0.60811	0.566698	3.21109	10.4918	0.561696	0.556701	3.38899	4.55399	0.957638	0.9849	2.5344	6.36139	0.556587	0.487107	8.6852	0.660193	4.27431	3.30804	10.5984	2.76973
DIRAS3	DIRAS3	9077	1.49527	1.04473	4.5036	1.39421	1.49641	1.15991	6.70378	1.2267	1.38178	2.20073	4.1258	2.48506	1.29003	1.80704	6.31615	1.6978	1.1061	1.92007	1.31141	1.90409	2.097	3.85482	1.68536	7.16594
DIRC3	DIRC3	729582	1.55576	0.790644	0.366676	4.00631	0.843799	0.536978	0.242009	4.42889	3.08742	0.819387	0.274277	7.84409	4.60193	1.10169	0.13533	5.82879	1.7937	0.682876	5.37259	6.14014	0.765445	0.352697	3.85723	0.209991
DIS3	DIS3	22894	13.924	18.7769	18.3851	18.2119	21.4544	21.7476	21.1182	17.2194	18.4732	20.135	17.1683	17.1781	17.2072	17.5805	14.4831	15.0749	18.3698	18.2712	16.6106	20.5317	15.8792	20.2823	14.283	14.3828
DIS3L	DIS3L	115752	7.31516	14.0157	11.7224	13.6419	12.2046	15.9556	12.5832	14.5605	7.31059	8.0657	11.0052	7.60213	9.07577	10.7846	18.3505	11.43	10.3019	13.4404	12.0292	5.91367	6.47831	10.6314	10.1847	19.8392
DIS3L2	DIS3L2	129563	10.0863	13.2189	8.29043	12.9714	13.1397	11.5843	7.08717	12.6433	13.9007	14.4173	11.1783	15.4918	10.1539	10.7696	13.7984	10.5739	9.69155	10.0673	11.8041	10.3976	8.84131	12.4773	12.589	16.2331
DISC1	DISC1	27185	1.70886	2.47973	3.14631	1.52186	3.0583	2.65601	2.17802	1.30719	2.99335	3.88781	2.32157	1.50989	3.44919	3.50016	3.8659	1.46828	3.16505	4.17781	1.82238	3.89748	2.57104	3.25359	1.51855	3.96492
DISP1	DISP1	84976	5.34951	3.82729	3.47459	7.66947	6.57242	4.25301	3.21591	8.03227	9.46125	3.87567	4.19765	6.78116	4.758	3.29089	4.42223	4.53556	5.83208	3.45062	5.03634	6.12094	2.59003	5.01131	7.50281	4.18685
DISP2	DISP2	85455	0.320306	1.07484	2.76586	1.13679	0.777655	1.18018	4.32991	1.90298	0.192844	2.02392	4.75693	1.73178	0.740675	2.97484	3.54949	2.5591	1.45478	1.45064	2.41165	0.286456	3.39323	1.82712	2.26954	5.09048
DKK1	DKK1	22943	5.39194	5.52596	32.6177	9.54678	2.76804	30.6595	26.7885	2.82312	9.22331	7.92991	17.1764	10.682	27.121	37.7511	16.3172	17.6307	6.23966	29.9222	27.4007	48.5073	19.4719	75.43	7.75846	16.3683
DKK2	DKK2	27123	6.01817	1.62697	1.02257	0.501974	4.56904	2.71976	1.26899	0.808782	3.13583	0.770472	1.90004	0.481876	4.07209	3.72846	0.27191	0.34079	3.62948	3.00359	0.427631	7.11453	2.84978	0.425553	0.672348	0.138351
DKK3	DKK3	27122	27.3607	16.2479	175.183	52.9718	29.1772	16.5457	184.295	58.7587	44.2332	26.3475	226.311	86.5866	28.487	38.1492	302.796	80.9017	22.9591	36.7631	71.9123	73.9023	127.279	267.872	84.4545	306.367
DKKL1	DKKL1	27120	6.47872	4.42568	3.12058	2.91702	3.14508	2.20509	3.82855	1.30936	1.53515	2.74547	2.4891	3.59997	4.02995	4.64859	6.49017	4.6886	3.70846	4.67051	3.13924	0.86205	1.59526	4.34339	1.38578	3.80691
DLC1	DLC1	10395	11.4363	2.46924	2.85932	3.14802	15.4717	4.20093	2.78708	2.61492	15.0038	4.12409	4.88026	3.5194	18.9108	10.3366	1.21423	1.89634	15.2135	10.9695	2.48509	25.6272	10.4484	1.52511	2.40146	1.05034
DLD	DLD	1738	60.569	51.7556	48.9837	43.7959	67.4556	52.9607	51.0539	46.033	53.3703	47.4427	59.1656	45.0146	57.9818	49.5969	49.102	49.1581	56.4414	53.4294	53.2107	60.8613	54.6082	50.6768	45.2272	47.5532
DLEC1	DLEC1	9940	0.0581213	1.24006	0.147164	0.41468	0.226018	0.948206	0.0682876	0.231922	0.038766	0.210751	0.0691961	1.21037	0.0660986	0.534187	0.129797	0.230754	0.143733	0.510226	0.313757	0.0395659	0.0843048	0.065834	0.0917145	0.0294412
DLEU1	DLEU1	10301	27.5815	9.00132	14.6758	6.60619	20.284	8.11936	15.5172	10.1777	20.1214	9.82515	14.9621	8.77781	18.8411	11.0199	12.0246	10.7299	18.5064	10.6496	10.6809	22.8188	16.6609	17.0885	8.60624	10.53
DLEU2	DLEU2	8847	12.178	9.75774	4.05261	7.39597	11.8251	10.9409	2.91594	8.10813	12.2805	10.0357	5.44127	7.75929	6.74118	7.7145	3.5109	5.44571	7.71877	8.42158	5.16224	5.48903	7.04937	3.04527	8.57097	3.35179
DLEU2L	DLEU2L	79469	0	0.959311	0.606548	0.17841	0	0.656142	0.0834543	1.26996	0.542095	1.17045	0.256588	1.52433	0.16769	0.720601	0.13796	0.719027	0.782949	0.0875839	0.712664	0.302551	0.163402	0.808798	1.03715	0.0971975
DLEU7	DLEU7	220107	0.321129	0.828848	0.0655968	0.16877	0.0291041	0.848167	0.0910528	0	0.247718	0.31518	0.023133	0.0929203	0.17714	0.073073	0.0257409	0.0427567	0.310742	0.162316	0.023566	0.172276	0.406714	0.0477757	0	0.183226
DLG1	DLG1	1739	22.0572	37.8929	47.4982	30.7251	31.8329	39.439	51.2092	29.1375	31.0057	31.614	52.3518	26.0073	25.3276	24.8754	53.7327	18.3667	31.8915	28.7806	21.7795	36.5418	26.1728	72.9952	30.2455	50.9482
DLG2	DLG2	1740	5.67075	5.09465	1.83109	5.22326	10.5357	3.85167	1.474	3.92574	2.76093	7.33926	2.31847	6.24548	1.65248	1.95385	3.53232	2.57006	2.14418	1.25922	3.1615	2.41881	2.28189	4.75425	7.3037	3.29933
DLG3	DLG3	1741	5.15955	27.6133	5.54479	11.5452	7.67355	32.1411	5.54399	10.9495	14.1262	26.775	7.15155	13.7264	8.53028	17.0096	9.35374	7.81687	16.56	21.3709	11.3833	11.0322	15.1014	6.52114	15.1497	7.87564
DLG3-AS1	DLG3-AS1	100873930	0.259045	0.492044	0.224043	0.222754	0	0	0.618223	0.899796	0.22494	0.226904	0.633542	1.26585	0.207132	0	0.507077	0.200495	0.659481	0.455617	0	0.557786	0.208469	0.533068	0	0.254213
DLG4	DLG4	1742	15.5372	27.951	27.4113	30.8416	17.9022	27.8847	22.3267	30.2183	18.4742	22.956	24.7576	28.5067	21.7322	36.7518	33.6787	30.5566	23.1864	30.6622	30.6622	22.5393	25.4868	27.8362	29.0254	33.4252
DLG5	DLG5	9231	20.7701	38.2246	42.2755	47.6399	36.894	38.3401	31.8551	40.4015	38.3078	35.44	27.0119	42.5021	41.7838	38.544	43.56	39.7119	38.5086	35.9277	40.0752	40.157	24.6481	34.0285	39.1228	36.832
DLG5-AS1	DLG5-AS1	100128292	0.727734	0.841361	2.64192	1.08086	0.669343	1.46848	2.44133	1.4087	1.71792	1.40794	1.76584	1.37745	1.58609	1.26093	2.24195	0.971013	0.909235	0.774893	1.09627	1.13586	0.858224	1.07943	1.82338	1.89487
DLGAP1	DLGAP1	9229	1.11371	3.99955	8.40487	3.19531	1.15496	2.26503	7.22557	1.56863	0.946436	2.97106	10.8558	3.24644	2.58185	2.61617	15.1777	2.34059	3.41426	1.96144	1.41042	2.8124	4.64807	18.2495	2.84194	10.5667
DLGAP1-AS1	DLGAP1-AS1	649446	11.503	1.27616	8.5731	3.44158	11.2528	2.01103	6.53837	2.9928	10.9186	2.21373	4.64459	2.16434	1.81259	1.94656	9.51623	2.97111	5.38758	2.65199	2.31539	2.48041	3.59254	6.58837	3.37178	12.0586
DLGAP1-AS2	DLGAP1-AS2	84777	5.70546	2.88825	8.78029	4.72035	4.95078	3.41246	8.60027	3.94727	3.74144	1.41609	3.96963	2.68128	2.80846	3.51146	9.22457	4.8142	3.2778	2.54652	4.3759	3.83328	2.467	4.24448	2.89292	8.33779
DLGAP3	DLGAP3	58512	0.179176	3.68394	0.378503	0.966153	0.553217	3.86687	0.240353	0.58868	0.584768	6.75889	1.20011	1.77701	0.305901	3.7714	0.480688	0.89941	0.348593	3.17757	0.426484	0.518508	2.99225	0.559762	2.18168	0.312946
DLGAP4	DLGAP4	22839	25.7948	52.1846	39.9099	38.4628	34.836	48.6342	45.1127	37.8762	30.2724	44.4632	32.2749	40.2461	33.9599	47.6613	42.8968	32.3691	36.7684	43.3906	36.8388	33.1547	37.9537	36.8415	35.6343	40.2832
DLGAP5	DLGAP5	9787	51.541	60.7633	30.5711	38.102	50.5507	58.3255	33.684	59.8309	57.3194	49.2009	22.6431	30.1652	45.3558	35.1978	26.4695	28.5052	68.1908	47.0215	33.9118	49.2396	41.019	23.8944	41.5041	28.6142
DLK1	DLK1	8788	52.6156	1.03168	86.3793	14.9317	77.5998	0.726228	113.021	15.4215	26.4959	1.67145	49.293	7.70286	11.7881	1.33074	169.86	55.377	20.5738	1.27713	79.6427	3.98021	0.839783	40.403	5.82215	164.277
DLK2	DLK2	65989	1.08237	0.962983	0.42454	0.798784	0.696103	0.847899	0.309407	0.705526	0.690976	1.3519	0.414529	0.800136	0.597233	0.763891	0.292682	1.52194	0.729484	0.662671	0.888181	0.708051	0.851189	0.121332	1.34042	0.347502
DLL1	DLL1	28514	14.3297	38.7452	8.69557	13.1736	14.8584	27.3595	8.30858	31.5886	11.4132	41.2844	7.31485	17.5404	6.07849	22.3278	15.8453	12.3931	11.908	20.4646	9.49897	4.55915	15.4385	19.3291	17.5669	14.2769
DLL3	DLL3	10683	2.12156	16.2259	5.70198	24.6445	2.60003	15.2715	2.86733	28.6804	3.7124	27.0791	4.31358	33.8817	4.3202	22.5348	6.92233	19.8225	5.29217	19.098	13.1333	4.92479	37.2676	13.9392	34.1242	7.93208
DLL4	DLL4	54567	0.245962	3.00193	0.0437502	0.123512	0.270634	2.74027	0.081731	0.0442797	0.257634	2.55344	0.096492	0.0927431	0.301348	1.33263	0.0310141	0.0903283	0.181977	1.62149	0.0851652	0.0846847	0.654469	0.0635186	0.0450607	0
DLST	DLST	1743	46.3805	48.0593	43.0248	45.0639	52.5222	46.0525	43.8456	40.0813	54.2904	41.3838	48.8085	43.246	50.3092	46.3605	48.4015	42.7378	51.3156	47.0705	41.7751	54.5459	46.9673	48.0665	40.5066	49.8605
DLX1	DLX1	1745	21.3763	0.964746	8.25057	0.536014	18.5087	1.4223	8.25152	0.0544658	16.2064	3.89546	11.7643	0.512706	20.1429	4.64031	16.4606	0.188707	17.4618	4.72233	0.392506	19.0884	9.42228	11.674	0.293356	18.0983
DLX2	DLX2	1746	7.26237	0.170803	1.64853	0	5.95703	0.462841	1.92424	0.0821621	5.43382	1.12594	2.86796	0.043107	6.35741	0.502617	2.75714	0.0718718	6.60495	0.515879	0.118707	6.13027	2.21742	3.34601	0.0418724	2.64229
DLX5	DLX5	1749	0.903924	0	1.01246	0.0304361	0.720083	0.0636584	0.497265	0.0532971	0.969988	0.0527527	1.05693	0.0980502	1.04166	0	0.6979	0.0468018	1.76699	0.100975	0.0517953	0.859815	0.137918	1.67351	0	0.616606
DMAP1	DMAP1	55929	28.5133	32.1656	18.6523	25.8723	25.3508	29.5661	17.12	22.2211	26.147	30.5883	25.1991	26.1948	24.7058	29.7749	28.3132	27.7623	26.6431	28.0024	22.4347	21.9248	29.1254	24.8347	27.5238	27.3428
DMC1	DMC1	11144	7.72678	1.06718	0.39301	0.58995	13.2648	0.907694	0.606965	0.88189	3.5442	1.25915	0.589581	0.424912	2.64265	0.537408	0.370696	0.575945	4.30265	1.98862	0.22938	3.09898	1.80972	0.81058	1.36287	0.500819
DMD	DMD	1756	12.5295	12.3163	31.9601	33.5298	22.0027	11.2815	24.2547	35.6435	13.8513	8.28863	26.5909	24.2672	7.66575	7.17313	30.7612	27.6501	9.17105	6.73914	26.112	10.671	8.8521	38.744	30.8961	27.8041
DMGDH	DMGDH	29958	0.130724	0.386975	1.71151	0.225826	0.0874164	0.193162	0.391315	0.247524	0.204068	0.0982439	0.448764	0.29721	0.0321341	0.635953	0.145233	0.730878	0.233212	0.200844	0.551733	0.0412837	0.216572	0.466192	0.140118	0.144424
DMPK	DMPK	1760	76.8664	43.3224	44.0297	43.4666	80.792	44.3997	38.4127	38.399	48.6241	36.8811	23.6698	34.8268	38.8283	49.9913	59.9781	38.3662	36.8246	38.0551	35.4035	32.6849	26.8674	39.7973	35.7846	52.4624
DMRT2	DMRT2	10655	2.53877	0.0545186	0.697398	0	2.06458	0.0629493	0.444402	0	2.3596	0.103358	0.371597	0	3.77867	0.102653	1.72983	0	6.53934	0.180547	0.025263	5.59538	0.0697548	0.812169	0	1.80668
DMRTA1	DMRTA1	63951	0.113246	0.268638	0.862029	0.804143	0.0563763	0.273921	0.622126	0.786238	0.146005	0.927672	1.33391	0.83972	0.120475	0.177161	0.226477	1.17012	0.245606	0.427958	1.39355	0.356121	1.04684	0.815717	1.43074	0.268616
DMTF1	DMTF1	9988	46.2158	99.3003	69.9344	105.285	75.2137	101.979	61.4541	98.7936	59.7329	82.6928	56.7194	105.223	64.7781	79.6633	69.3965	76.0006	74.8632	78.0511	81.3958	66.2739	57.8926	72.4041	96.8899	63.4299
DMTN	DMTN	2039	0.397457	2.4876	0.549054	0.711767	0.485838	2.54927	0.637829	0.363693	0.135617	2.63721	0.344952	1.04931	0.550917	1.95823	0.454605	0.558353	0.769166	1.67247	0.684079	0.241744	1.42955	0.47918	0.590462	0.826471
DMWD	DMWD	1762	21.8783	30.4119	21.2634	36.993	31.7663	34.5851	19.0417	28.9118	26.0587	28.6932	24.7766	28.3179	21.0477	24.212	46.7491	27.3868	19.6205	22.2922	28.0387	20.8276	16.6783	31.1287	28.39	39.9525
DMXL1	DMXL1	1657	8.13781	7.09809	11.1608	9.2917	9.12475	9.75649	10.5545	11.0201	9.42416	9.01489	11.3314	10.7827	8.52614	7.38424	8.83327	9.73913	11.019	11.0154	11.4786	12.3033	9.79662	10.2228	11.0386	8.49339
DMXL2	DMXL2	23312	17.5342	27.6793	24.2475	27.8272	15.5147	24.0509	16.5258	31.57	19.3541	31.652	27.9215	33.5283	19.2825	26.7438	19.9794	30.1907	23.1301	27.7038	27.6379	19.7666	25.639	27.9553	33.1138	21.3482
DNA2	DNA2	1763	7.88089	16.1444	6.48357	10.9806	11.7469	17.8325	6.20677	9.93545	13.586	14.9475	6.48923	7.77796	12.2408	15.6276	8.51629	8.32998	13.2365	16.652	10.3948	10.9006	10.5396	7.02904	11.7661	7.32039
DNAAF1	DNAAF1	123872	0.0367616	0.604964	0.342977	0.120945	0.494062	0.506353	1.15675	0.239861	0.157879	0.409119	0.231686	0.0645377	0.309283	0.396964	0.126634	0.513314	0.255516	0.279967	0.227931	0.25768	0.246361	0.140569	0.134315	0.0960076
DNAAF2	DNAAF2	55172	8.3731	14.4422	9.53045	8.74299	8.55152	14.4095	9.87769	8.02844	8.08411	16.1224	7.5946	8.86691	8.61732	11.3203	6.60207	7.90534	8.82797	10.9813	8.21931	9.58425	11.281	8.78476	7.8127	7.22877
DNAAF3	DNAAF3	352909	2.21852	5.08111	2.34575	0.827851	2.26418	3.48895	2.58442	3.21242	5.26032	5.67257	4.34535	2.14668	4.84537	3.6786	2.30022	2.60639	4.56618	2.89277	3.59973	4.87116	5.1047	2.37117	4.37051	2.55535
DNAH1	DNAH1	25981	1.13745	0.905427	1.89737	1.81598	1.7161	0.997847	1.26031	1.56672	1.23533	0.901029	0.686452	1.90518	0.871672	1.22039	3.31054	1.6479	1.2509	0.991926	2.15411	1.17314	0.641695	1.43388	1.06847	1.81961
DNAH10	DNAH10	196385	0.506125	0.77599	0.474074	0.94635	0.321381	0.621232	0.728397	1.07445	0.278479	0.582706	0.63462	0.633332	0.438627	0.591901	0.492039	0.754215	0.432043	0.55086	0.408597	0.560417	0.869208	0.542831	0.570506	0.673027
DNAH10OS	DNAH10OS	642797	1.28519	5.12059	4.49143	5.39093	1.77302	5.38267	4.16485	5.41244	1.62704	4.73468	3.57012	5.58745	1.88067	4.91608	3.78157	3.63517	2.46306	4.89602	4.25771	2.28813	2.9195	3.96885	4.35107	5.58649
DNAH11	DNAH11	8701	0.552403	0.988434	0.397161	0.464701	0.112664	1.47182	0.472543	0.164381	0.166224	1.40261	0.0165953	0.288463	0.342465	0.510875	0.469929	0.210206	1.01394	0.728677	0.386621	0.395519	0.36135	0.881122	0.46426	1.60447
DNAH12	DNAH12	201625	0.147488	0	0.813558	0.169744	0.0626616	0.071965	0.557407	0.110308	0	0.248495	0.206167	0.111513	0.112624	0.191973	0.238037	0.206016	0.0666265	0.113591	0.545389	0.023843	0.025928	0.258206	0.221736	0.11507
DNAH14	DNAH14	127602	10.6181	6.59218	2.66644	5.59113	11.8402	8.80934	3.71506	5.03971	10.3246	8.18572	4.36122	6.91163	8.73356	6.21197	1.29318	6.43778	12.0994	7.793	5.81358	9.88395	10.8879	2.16016	6.63123	1.03337
DNAH17	DNAH17	8632	1.38855	1.85386	1.28063	1.44984	0.973418	0.942464	1.05559	0.874848	0.435178	1.17685	0.996948	0.88526	1.21494	1.00358	0.994833	0.806129	0.674352	0.749549	0.66778	1.06708	0.656016	0.622457	1.00738	0.690113
DNAH2	DNAH2	146754	0.280958	0.0195576	0.217352	0.106768	0.439387	0.0526213	0.101285	0.0380938	0.180238	0.0855406	0.129351	0.342217	0.0873305	0.0326183	0.0322178	0.15692	0.139128	0.0397607	0.11085	0.0259122	0.0843921	0.13685	0.0288869	0.0201229
DNAH5	DNAH5	1767	0.0883713	0.0756432	0.753598	0.144309	0.128342	0.0802845	0.755283	0.11504	0.123314	0.141759	0.709078	0.187548	0.251358	0.0808815	0.668566	0.399165	0.193094	0.0729369	0.184179	0.256027	0.087902	0.339905	0.100223	0.505058
DNAH6	DNAH6	1768	0.153287	0.196644	0.772865	0.319863	0.0823954	0.20036	0.272338	0.587503	0.498124	0.416036	0.474897	0.63792	0.25342	0.19744	0.840686	0.263639	0.22063	0.299841	0.477272	0.466594	0.221171	1.13683	0.686507	0.466159
DNAH7	DNAH7	56171	0.501176	0.451338	0.59831	0.115736	0.128494	0.177354	0.450326	0.53011	0.415807	0.816886	1.04895	0.473452	0.455041	0.368691	0.65677	1.4346	0.0697084	0.218984	0.654307	0.230075	1.00158	0.923548	0.569581	0.594234
DNAH9	DNAH9	1770	1.38514	1.01861	2.46772	1.35338	0.657725	1.57134	2.95403	2.24197	0.435631	1.78847	2.79328	2.1179	0.678016	1.95342	5.15529	2.65374	0.438778	0.903115	3.96068	0.485077	1.51082	3.47464	3.14861	9.26995
DNAI1	DNAI1	27019	0.397131	3.14561	1.15793	1.79554	1.43671	2.64584	1.10899	1.66672	0.442838	2.48272	2.11299	2.10353	0.894894	2.47977	1.57086	2.6012	0.299875	1.0583	5.1471	0.215945	2.30758	1.82256	2.41122	0.481475
DNAJA1	DNAJA1	3301	196.629	228.221	249.718	142.43	157.137	267.88	275.832	145.573	162.674	181.565	179.886	139.38	257.057	275.502	182.023	210.436	182.032	268.483	207.546	209.245	228.998	175.869	165.615	178.265
DNAJA1P3	DNAJA1P3	644588	0.16449	0.145345	0.229052	0.136362	0.0618054	0.237965	0.426853	0.324219	0.368663	0.0457829	0.218893	0.0490342	0.0429431	0.136718	0.0491723	0.487404	0.308902	0.527206	0.0449292	0.107535	0.619582	0.151679	0.0475479	0
DNAJA2	DNAJA2	10294	34.5645	34.8043	42.4285	29.9614	35.552	37.8763	46.2811	33.1203	37.1663	33.3448	42.808	32.9443	42.3646	35.9053	35.3219	36.578	39.8104	39.7128	36.27	44.5415	41.9855	37.7396	31.75	35.7726
DNAJA3	DNAJA3	9093	23.575	19.3464	18.5959	19.2605	24.124	19.2107	20.3709	17.0558	22.6979	19.7455	26.8785	18.1958	22.3165	19.6521	22.1851	18.1865	19.7496	20.1899	21.0368	21.681	20.2439	20.251	17.4269	24.0419
DNAJA4	DNAJA4	55466	1.69827	0.47851	1.05827	0.297578	4.39803	0.504675	0.925895	0.488519	1.20209	0.880019	0.460573	0.545894	2.02052	0.986971	1.26704	0.389365	2.27348	0.797379	0.53937	1.27163	0.521808	0.778858	0.417573	1.80273
DNAJB1	DNAJB1	3337	36.8279	42.944	87.3386	42.119	31.1595	42.4605	108.49	37.6256	39.9568	40.8813	79.7551	44.5084	61.4947	57.5246	52.1293	62.4713	46.8592	52.3807	56.3594	60.8229	66.2976	59.095	56.9814	56.9599
DNAJB11	DNAJB11	51726	196.056	117.787	153.167	102.823	130.427	119.724	168.052	89.027	120.401	106.942	168.181	106.755	184.091	165.111	124.12	145.677	120.276	146.906	146.902	175.872	169.197	137.892	116.776	140.374
DNAJB12	DNAJB12	54788	11.7179	13.665	15.6088	16.2971	12.5954	13.5524	16.5202	13.6748	10.5195	12.2271	12.2617	14.1195	13.1604	14.3923	18.1447	15.1458	10.1981	12.0983	11.8295	12.0243	10.512	14.9145	12.7533	16.5173
DNAJB13	DNAJB13	374407	0.0768642	0.0914293	0	0.0860806	0.237564	0.128561	0.237318	0.314568	0.364799	0.196383	0.149813	0	0.389397	0	0.0308877	0.215651	0.133132	0.0275652	0.165564	0.033751	0.22096	0.184039	0.112157	0.209347
DNAJB14	DNAJB14	79982	11.032	10.1902	11.1789	12.1742	16.6714	12.4962	11.0124	12.0372	14.0059	8.39957	9.44476	11.9755	12.5579	8.80664	10.0066	8.63315	13.4072	10.2286	10.2197	14.5972	8.31706	12.2891	11.0443	8.36343
DNAJB2	DNAJB2	3300	49.1735	21.6916	59.0735	23.4544	41.2526	18.8594	49.5235	29.4189	22.118	20.4913	37.8178	27.8495	31.4364	28.4221	71.9644	36.1392	25.9028	26.0057	32.8425	19.2062	19.2307	53.3695	29.2555	68.9613
DNAJB4	DNAJB4	11080	18.902	15.3098	24.8503	12.4082	18.3745	15.6831	27.1541	13.4132	16.3059	12.4309	19.4496	9.67307	33.0398	19.6899	16.0905	15.7352	22.3358	18.8768	15.4537	24.7976	19.9064	19.6525	11.6361	13.8406
DNAJB5	DNAJB5	25822	13.0485	17.9622	13.027	16.0505	12.9044	17.4339	11.8439	15.9681	12.0092	25.0986	22.9274	24.2132	8.87163	18.6933	23.0572	18.3533	12.5784	19.1845	18.4772	16.3339	21.4779	24.136	27.6953	27.552
DNAJB6	DNAJB6	10049	54.3567	83.3602	72.2423	65.1357	66.2255	76.642	81.6708	64.8105	60.0083	78.6247	70.7035	91.4907	69.4944	72.6193	63.8606	64.3303	54.7506	69.9739	64.146	78.4361	74.5235	80.44	75.2064	59.5339
DNAJB7	DNAJB7	150353	0.153959	0.448171	0.083974	0.238414	0.326757	0.293887	0.0632257	0.359814	0.275429	0.511877	0.232909	0.205736	0.175881	0.193571	0.0664066	0.0947079	0.125573	0.176855	0.225977	0.270983	0.15638	0.113673	0.316782	0.132377
DNAJB9	DNAJB9	4189	13.7518	12.2704	16.8445	4.56701	11.3075	12.1046	17.28	6.04689	9.16464	13.6485	17.5881	8.12244	20.4108	20.2552	8.40384	12.2496	11.1616	14.5983	10.2639	15.0969	15.3081	14.9305	8.63426	11.0033
DNAJC1	DNAJC1	64215	16.2321	17.1513	10.7907	8.53929	9.68205	16.9306	10.9697	8.48114	11.4015	18.4266	17.0365	7.23944	13.6661	18.014	16.0966	12.2862	12.6038	17.5141	12.4803	17.8713	25.6223	15.4257	9.08502	14.141
DNAJC10	DNAJC10	54431	22.7523	39.494	36.9211	39.2753	35.5408	44.9591	38.6041	34.3906	44.2868	38.028	47.8349	41.5169	48.0533	39.9013	29.9791	34.1646	42.2888	42.4285	35.6828	59.6848	43.6454	40.2057	41.54	29.1384
DNAJC11	DNAJC11	55735	23.2826	29.0747	23.5096	24.4808	31.9003	30.2896	24.3793	23.0029	28.9881	29.1607	23.0266	24.4305	25.7542	24.8795	27.9207	21.3949	26.8694	25.7409	22.1337	26.2012	25.4793	26.5702	22.3556	28.9221
DNAJC12	DNAJC12	56521	6.32171	2.9831	2.02721	0.696075	3.81216	2.81428	3.30105	0.893416	7.54908	9.64766	10.5319	4.34358	7.44601	8.09944	0.605065	1.13387	7.41074	7.79429	1.3694	11.9104	14.6003	5.69684	3.11682	1.08819
DNAJC13	DNAJC13	23317	10.2944	15.7623	14.2381	17.8978	21.2258	17.0961	14.512	16.4641	16.4348	13.007	17.6884	17.3701	16.865	14.1295	14.2953	14.6344	18.5734	17.3023	15.1336	19.4188	14.707	17.8369	15.5354	14.802
DNAJC14	DNAJC14	85406	17.2622	17.1512	14.2853	17.4178	19.8908	16.7992	13.4378	16.3206	17.2918	17.2939	15.4446	18.2639	17.5902	17.956	16.5843	17.8121	14.9578	17.3426	19.3453	18.1346	15.241	16.0239	16.5553	14.439
