SYMBOL	ENTREZID	BD_NR.Veh.R1	BD_NR.Veh.R2	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
PDZRN4	29951	3.29252	1.10448	NA	NA	NA	NA
PEA15	8682	76.6986	93.5406	cerebral-cortex	glial-cells	Low	Enhanced
PEAK1	79834	8.04654	9.78495	cerebral-cortex	glial-cells	Medium	Approved
PEAR1	375033	13.9458	12.3446	NA	NA	NA	NA
PEBP1	5037	154.455	127.409	cerebral-cortex	glial-cells	Low	Enhanced
PEBP1P2	647307	0.443037	0.233274	NA	NA	NA	NA
PECR	55825	7.40428	4.991	cerebral-cortex	glial-cells	High	Enhanced
PEF1	553115	43.6742	41.4717	NA	NA	NA	NA
PEG10	23089	1452.76	640.187	NA	NA	NA	NA
PELI1	57162	11.7413	20.9727	NA	NA	NA	NA
PELI2	57161	1.07491	2.38719	NA	NA	NA	NA
PELI3	246330	3.27881	3.91998	NA	NA	NA	NA
PELO	53918	14.5667	14.048	NA	NA	NA	NA
PELP1	27043	27.8807	26.4642	cerebral-cortex	glial-cells	Medium	Supported
PEMT	10400	19.6014	24.3366	NA	NA	NA	NA
PENK	5179	4.02017	2.68585	NA	NA	NA	NA
PEPD	5184	60.4225	35.1143	NA	NA	NA	NA
PER1	5187	8.31654	8.51532	NA	NA	NA	NA
PER2	8864	1.62935	1.52209	cerebral-cortex	glial-cells	Medium	Enhanced
PER3	8863	2.19053	2.11534	cerebral-cortex	glial-cells	Medium	Approved
PERP	64065	3.41573	3.58211	NA	NA	NA	NA
PES1	23481	56.2238	44.1037	NA	NA	NA	NA
PET100	100131801	93.7123	60.9111	NA	NA	NA	NA
PET117	100303755	11.6955	7.93621	NA	NA	NA	NA
PEX1	5189	13.7141	12.5611	NA	NA	NA	NA
PEX10	5192	11.8791	9.90103	cerebral-cortex	glial-cells	High	Approved
PEX11A	8800	1.51124	1.76828	NA	NA	NA	NA
PEX11B	8799	0.0765164	0.055681	NA	NA	NA	NA
PEX11G	92960	2.1168	1.20063	NA	NA	NA	NA
PEX12	5193	4.5611	4.32658	NA	NA	NA	NA
PEX13	5194	11.3547	11.5316	cerebral-cortex	glial-cells	Medium	Enhanced
PEX14	5195	11.0779	12.7123	cerebral-cortex	glial-cells	Low	Supported
PEX16	9409	8.66462	7.50124	NA	NA	NA	NA
PEX19	5824	31.6981	28.0309	cerebral-cortex	glial-cells	Medium	Supported
PEX2	5828	38.4444	34.1158	cerebral-cortex	glial-cells	Medium	Approved
PEX26	55670	6.26198	7.65095	NA	NA	NA	NA
PEX3	8504	11.1335	11.9982	NA	NA	NA	NA
PEX5	5830	22.2897	17.6372	cerebral-cortex	glial-cells	High	Enhanced
PEX5L	51555	0.128695	0.344683	cerebral-cortex	glial-cells	High	Enhanced
PEX6	5190	5.97899	5.37751	cerebral-cortex	glial-cells	Medium	Supported
PEX7	5191	4.211	2.43829	NA	NA	NA	NA
PFAS	5198	18.9101	20.0967	cerebral-cortex	glial-cells	Low	Enhanced
PFDN1	5201	68.4971	71.3672	cerebral-cortex	glial-cells	High	Approved
PFDN2	5202	170.538	99.2575	cerebral-cortex	glial-cells	Low	Approved
PFDN4	5203	118.449	63.972	NA	NA	NA	NA
PFDN5	5204	595.822	302.01	NA	NA	NA	NA
PFKFB1	5207	0.197558	0.283209	NA	NA	NA	NA
PFKFB2	5208	1.75805	2.12395	NA	NA	NA	NA
PFKFB3	5209	11.3297	22.9712	NA	NA	NA	NA
PFKFB4	5210	4.27537	10.0509	NA	NA	NA	NA
PFKL	5211	38.0587	48.8405	NA	NA	NA	NA
PFKM	5213	57.2614	41.4515	cerebral-cortex	glial-cells	Low	Approved
PFKP	5214	36.8511	20.7691	NA	NA	NA	NA
PFN1	5216	799.687	623.136	cerebral-cortex	glial-cells	Medium	Enhanced
PFN1P1	730138	21.8137	5.85441	NA	NA	NA	NA
PFN1P6	645126	0.254404	0.203304	NA	NA	NA	NA
PFN2	5217	156.786	148.154	cerebral-cortex	glial-cells	Low	Enhanced
PFN4	375189	0.770801	0.439646	NA	NA	NA	NA
PGA5	5222	1.21996	0.531534	NA	NA	NA	NA
PGAM1	5223	87.7738	130.688	NA	NA	NA	NA
PGAM1P7	100420650	0	0	NA	NA	NA	NA
PGAM2	5224	5.38192	0.313914	NA	NA	NA	NA
PGAM5	192111	18.1756	22.1255	cerebral-cortex	glial-cells	Medium	Enhanced
PGAP1	80055	7.95175	15.5726	NA	NA	NA	NA
PGAP2	27315	15.5421	20.1613	cerebral-cortex	glial-cells	Low	Approved
PGAP3	93210	10.0335	5.47573	cerebral-cortex	glial-cells	Low	Approved
PGBD1	84547	7.2697	8.91743	NA	NA	NA	NA
PGBD2	267002	4.73585	6.25187	NA	NA	NA	NA
PGBD3	267004	1.62234	0.662884	NA	NA	NA	NA
PGBD4	161779	0.960852	1.90702	NA	NA	NA	NA
PGBD4P3	100421136	0.342754	0	NA	NA	NA	NA
PGBD5	79605	22.5722	8.72543	NA	NA	NA	NA
PGD	5226	206.52	245.033	NA	NA	NA	NA
PGDP1	342705	0.440677	0.137925	NA	NA	NA	NA
PGF	5228	24.9976	44.5682	NA	NA	NA	NA
PGGT1B	5229	8.01333	9.02639	NA	NA	NA	NA
PGK1P2	5233	0.430135	0.378958	NA	NA	NA	NA
PGLS	25796	65.064	54.6515	cerebral-cortex	glial-cells	Medium	Approved
PGLYRP1	8993	0.103195	0.324673	NA	NA	NA	NA
PGM1	5236	26.0144	19.726	NA	NA	NA	NA
PGM2	55276	10.1772	15.1233	NA	NA	NA	NA
PGM2L1	283209	1.55065	3.5969	cerebral-cortex	glial-cells	Low	Enhanced
PGM3	5238	22.7656	34.4174	NA	NA	NA	NA
PGM5	5239	10.0525	1.11126	NA	NA	NA	NA
PGM5P2	595135	2.6937	0.235496	NA	NA	NA	NA
PGP	283871	21.2991	13.743	cerebral-cortex	glial-cells	Medium	Approved
PGPEP1	54858	8.47114	8.34811	cerebral-cortex	glial-cells	Low	Approved
PGRMC1	10857	106.49	119.849	cerebral-cortex	glial-cells	Low	Enhanced
PGRMC2	10424	46.285	54.2194	NA	NA	NA	NA
PGS1	9489	16.5787	17.3113	cerebral-cortex	glial-cells	Medium	Approved
PHACTR1	221692	2.437	7.76702	cerebral-cortex	glial-cells	Low	Enhanced
PHACTR2	9749	9.02343	14.7129	cerebral-cortex	glial-cells	Medium	Approved
PHACTR2P1	100533676	0.0450339	0.140961	NA	NA	NA	NA
PHACTR3	116154	4.44587	7.85242	NA	NA	NA	NA
PHACTR4	65979	10.4052	12.7755	cerebral-cortex	glial-cells	Medium	Approved
PHAX	51808	38.1236	49.4468	cerebral-cortex	glial-cells	Medium	Supported
PHB	5245	133.7	98.5745	cerebral-cortex	glial-cells	High	Supported
PHB2	11331	2.46364	2.79755	cerebral-cortex	glial-cells	Medium	Supported
PHBP13	100418843	0.19209	0	NA	NA	NA	NA
PHBP9	100289414	0.431633	1.08479	NA	NA	NA	NA
PHC1	1911	10.568	23.6474	cerebral-cortex	glial-cells	Low	Approved
PHC1P1	653441	2.05011	4.09939	NA	NA	NA	NA
PHC2	1912	56.4469	67.1027	cerebral-cortex	glial-cells	Medium	Supported
PHC3	80012	4.5436	5.06552	cerebral-cortex	glial-cells	Low	Approved
PHEX	5251	0.277758	0.677381	NA	NA	NA	NA
PHF1	5252	0.443355	0.296747	cerebral-cortex	glial-cells	Medium	Approved
PHF10	55274	39.186	39.567	NA	NA	NA	NA
PHF11	51131	4.66288	6.87421	NA	NA	NA	NA
PHF12	57649	11.6973	21.1632	cerebral-cortex	glial-cells	Low	Approved
PHF13	148479	18.1179	18.0387	NA	NA	NA	NA
PHF14	9678	40.4353	30.842	cerebral-cortex	glial-cells	High	Supported
PHF19	26147	19.684	36.6491	NA	NA	NA	NA
PHF2	5253	19.5603	18.8815	cerebral-cortex	glial-cells	High	Approved
PHF20	51230	14.6837	14.2995	cerebral-cortex	glial-cells	Low	Approved
PHF20L1	51105	31.3653	25.209	NA	NA	NA	NA
PHF21A	51317	17.1338	26.0514	NA	NA	NA	NA
PHF21B	112885	1.8099	3.94862	cerebral-cortex	glial-cells	Medium	Enhanced
PHF23	79142	46.0568	42.5754	cerebral-cortex	glial-cells	Medium	Approved
PHF3	23469	10.4772	16.336	cerebral-cortex	glial-cells	Low	Approved
PHF5A	84844	65.4366	51.7387	cerebral-cortex	glial-cells	High	Supported
PHF6	84295	25.5239	33.3235	cerebral-cortex	glial-cells	Medium	Enhanced
PHF7	51533	4.98731	4.56037	NA	NA	NA	NA
PHF8	23133	1.44221	0.182505	cerebral-cortex	glial-cells	High	Approved
PHGDH	26227	155.03	192.924	cerebral-cortex	glial-cells	High	Enhanced
PHIP	55023	20.5082	22.2697	cerebral-cortex	glial-cells	Low	Approved
PHKA1P1	646780	0.126489	1.39582	NA	NA	NA	NA
PHKA2	5256	7.36298	5.32843	NA	NA	NA	NA
PHKA2-AS1	100132163	0.183399	0.184513	NA	NA	NA	NA
PHKB	5257	29.1462	26.7602	NA	NA	NA	NA
PHKG1	5260	0.673749	0.923603	NA	NA	NA	NA
PHKG2	5261	18.6796	21.6606	NA	NA	NA	NA
PHLDA1	22822	38.57	36.697	NA	NA	NA	NA
PHLDA2	7262	1.22054	4.73051	NA	NA	NA	NA
PHLDA3	23612	27.3106	49.2918	NA	NA	NA	NA
PHLDB1	23187	4.26312	2.88424	cerebral-cortex	glial-cells	Low	Approved
PHLDB2	90102	36.8371	42.2228	NA	NA	NA	NA
PHLDB3	653583	2.78856	3.50631	cerebral-cortex	glial-cells	Medium	Approved
PHLPP1	23239	4.36141	6.34903	NA	NA	NA	NA
PHLPP2	23035	3.64751	4.2635	NA	NA	NA	NA
PHOSPHO2	493911	4.47112	2.63214	NA	NA	NA	NA
PHPT1	29085	177.885	113.182	NA	NA	NA	NA
PHRF1	57661	10.5286	12.1256	NA	NA	NA	NA
PHTF1	10745	21.4273	27.9292	NA	NA	NA	NA
PHTF2	57157	14.6473	18.6907	NA	NA	NA	NA
PHYH	5264	18.1365	12.8321	NA	NA	NA	NA
PHYHD1	254295	12.2588	8.27161	NA	NA	NA	NA
PHYHIP	9796	0.133326	0.12913	NA	NA	NA	NA
PHYHIPL	84457	5.27098	4.03828	NA	NA	NA	NA
PHYKPL	85007	23.8506	16.3456	NA	NA	NA	NA
PI15	51050	1.74419	0.884988	NA	NA	NA	NA
PI4K2A	55361	9.2875	13.5992	NA	NA	NA	NA
PI4K2B	55300	9.94109	12.2914	cerebral-cortex	glial-cells	Low	Approved
PI4KA	5297	16.1871	13.8497	NA	NA	NA	NA
PI4KAP1	728233	12.5157	12.6261	NA	NA	NA	NA
PI4KAP2	375133	6.17416	7.02626	NA	NA	NA	NA
PI4KB	5298	29.8975	25.7286	cerebral-cortex	glial-cells	Low	Approved
PIANP	196500	4.39523	6.61242	cerebral-cortex	glial-cells	Low	Enhanced
PIAS1	8554	15.3126	17.8826	cerebral-cortex	glial-cells	High	Supported
PIAS2	9063	8.79849	9.53174	NA	NA	NA	NA
PIAS3	10401	0.177704	0.91976	NA	NA	NA	NA
PIAS4	51588	12.9577	14.5013	NA	NA	NA	NA
PIBF1	10464	16.4156	10.9967	cerebral-cortex	glial-cells	Low	Approved
PICALM	8301	48.6274	62.3735	cerebral-cortex	glial-cells	Medium	Enhanced
PICK1	9463	6.83224	7.3066	cerebral-cortex	glial-cells	Low	Approved
PID1	55022	1.95826	2.71315	NA	NA	NA	NA
PIEZO1	9780	27.1229	20.0745	NA	NA	NA	NA
PIEZO2	63895	8.2143	12.4254	NA	NA	NA	NA
PIF1	80119	24.5916	16.9505	cerebral-cortex	glial-cells	High	Supported
PIFO	128344	0.24992	0.389219	NA	NA	NA	NA
PIGA	5277	5.53309	7.25776	NA	NA	NA	NA
PIGB	9488	7.34179	5.53847	NA	NA	NA	NA
PIGC	5279	28.8738	30.0644	NA	NA	NA	NA
PIGCP1	5280	3.19159	5.37605	NA	NA	NA	NA
PIGF	5281	31.5609	20.0899	NA	NA	NA	NA
PIGFP1	5282	0.23578	0.185699	NA	NA	NA	NA
PIGG	54872	29.6851	25.305	NA	NA	NA	NA
PIGH	5283	10.8727	12.0335	cerebral-cortex	glial-cells	Low	Approved
PIGHP1	644761	0.724912	0.343432	NA	NA	NA	NA
PIGK	10026	16.148	13.7981	NA	NA	NA	NA
PIGL	9487	11.1653	13.8464	cerebral-cortex	glial-cells	Low	Approved
PIGM	93183	5.50598	4.88206	NA	NA	NA	NA
PIGN	23556	5.08899	7.21939	cerebral-cortex	glial-cells	Low	Approved
PIGO	84720	9.33674	9.77859	NA	NA	NA	NA
PIGP	51227	33.2863	17.5232	NA	NA	NA	NA
PIGQ	9091	22.014	23.3893	cerebral-cortex	glial-cells	Low	Approved
PIGS	94005	23.8717	22.7011	cerebral-cortex	glial-cells	Low	Approved
PIGT	51604	41.2295	38.8916	NA	NA	NA	NA
PIGU	128869	23.8752	20.8339	NA	NA	NA	NA
PIGUP1	100422342	1.20293	1.63262	NA	NA	NA	NA
PIGV	55650	4.78825	4.06316	NA	NA	NA	NA
PIGX	54965	13.8679	13.7266	NA	NA	NA	NA
PIGZ	80235	0.110263	0.235819	NA	NA	NA	NA
PIH1D1	55011	61.1682	60.0697	NA	NA	NA	NA
PIK3AP1	118788	0.456073	1.08652	NA	NA	NA	NA
PIK3C2A	5286	8.80296	14.5972	NA	NA	NA	NA
PIK3C2B	5287	6.1748	7.18193	NA	NA	NA	NA
PIK3C3	5289	36.8835	35.3721	NA	NA	NA	NA
PIK3CA	5290	9.07782	15.3418	cerebral-cortex	glial-cells	Low	Approved
PIK3CB	5291	1.89444	3.96416	cerebral-cortex	glial-cells	Medium	Approved
PIK3CD	5293	1.08744	2.16032	NA	NA	NA	NA
PIK3IP1	113791	1.4534	2.8143	NA	NA	NA	NA
PIK3R1	5295	14.2392	19.3542	cerebral-cortex	glial-cells	Medium	Approved
PIK3R3	8503	17.475	26.408	cerebral-cortex	glial-cells	Low	Approved
PIK3R4	30849	26.3806	13.8769	cerebral-cortex	glial-cells	Low	Approved
PIKFYVE	200576	6.23847	10.416	NA	NA	NA	NA
PILRA	29992	1.36136	1.02087	NA	NA	NA	NA
PILRB	29990	17.1952	19.7355	cerebral-cortex	glial-cells	Low	Approved
PIM1	5292	5.57372	8.53039	NA	NA	NA	NA
PIM3	415116	6.41689	7.65951	NA	NA	NA	NA
PIN1	5300	96.715	59.8625	NA	NA	NA	NA
PIN4	5303	35.4421	22.3732	cerebral-cortex	glial-cells	Low	Approved
PIN4P1	728758	1.54722	0.618485	NA	NA	NA	NA
PINK1	65018	34.6231	35.8448	NA	NA	NA	NA
PINK1-AS	100861548	2.77009	3.23092	NA	NA	NA	NA
PINLYP	390940	1.83107	1.28224	NA	NA	NA	NA
PINX1	54984	11.0037	10.1278	NA	NA	NA	NA
PIP4K2A	5305	10.7402	12.9173	cerebral-cortex	glial-cells	High	Supported
PIP4K2B	8396	27.567	32.26	NA	NA	NA	NA
PIP4K2C	79837	7.42153	10.6308	NA	NA	NA	NA
PIP5K1A	8394	37.9236	41.1579	NA	NA	NA	NA
PIP5K1B	8395	0.919968	2.58127	NA	NA	NA	NA
PIP5K1C	23396	9.41488	13.8894	cerebral-cortex	glial-cells	Medium	Approved
PIP5KL1	138429	2.69524	1.20085	NA	NA	NA	NA
PIPOX	51268	1.83538	3.35096	NA	NA	NA	NA
PIPSL	266971	1.67076	1.40123	NA	NA	NA	NA
PIR	8544	27.9203	33.6297	NA	NA	NA	NA
PISD	23761	10.6581	15.0722	cerebral-cortex	glial-cells	Low	Approved
PITHD1	57095	35.252	35.2833	NA	NA	NA	NA
PITPNA	5306	17.2342	25.6448	NA	NA	NA	NA
PITPNA-AS1	100306951	35.6613	16.9424	NA	NA	NA	NA
PITPNB	23760	21.3856	38.6953	NA	NA	NA	NA
PITPNC1	26207	5.08819	7.35132	NA	NA	NA	NA
PITPNM1	9600	9.05172	16.8043	NA	NA	NA	NA
PITPNM2	57605	0.786041	2.06838	NA	NA	NA	NA
PITPNM3	83394	3.91052	2.16442	NA	NA	NA	NA
PITRM1	10531	33.2375	23.6288	cerebral-cortex	glial-cells	Medium	Enhanced
PITRM1-AS1	100507034	0.446945	0.511433	NA	NA	NA	NA
PITX2	5308	46.5919	7.92594	NA	NA	NA	NA
PITX3	5309	25.5155	12.5698	NA	NA	NA	NA
PIWIL4	143689	1.36174	0.515926	cerebral-cortex	glial-cells	Low	Enhanced
PJA1	64219	42.5767	29.8341	cerebral-cortex	glial-cells	Low	Approved
PJA2	9867	48.3573	51.0925	cerebral-cortex	glial-cells	Medium	Supported
PKD1	5310	23.6566	29.8855	NA	NA	NA	NA
PKD1P1	339044	0.672679	0.910814	NA	NA	NA	NA
PKD1P5	348156	3.71507	3.86969	NA	NA	NA	NA
PKD1P6	353511	7.00659	9.83182	NA	NA	NA	NA
PKD2	5311	15.3109	26.8363	cerebral-cortex	glial-cells	Low	Approved
PKDCC	91461	94.6216	105.546	NA	NA	NA	NA
PKDREJ	10343	0.0741615	0.0983314	NA	NA	NA	NA
PKIA	5569	86.2882	34.2258	NA	NA	NA	NA
PKIB	5570	45.6449	49.9461	cerebral-cortex	glial-cells	Low	Approved
PKIG	11142	39.3212	34.5489	NA	NA	NA	NA
PKM	5315	693.584	694.274	NA	NA	NA	NA
PKMP1	643586	0.827434	0.420734	NA	NA	NA	NA
PKMP3	100419758	2.70825	1.55681	NA	NA	NA	NA
PKMYT1	9088	42.3063	26.4529	NA	NA	NA	NA
PKN1	5585	33.7754	30.7141	cerebral-cortex	glial-cells	Low	Approved
PKN2	5586	14.7836	19.9489	NA	NA	NA	NA
PKN3	29941	7.95573	8.20047	NA	NA	NA	NA
PKNOX1	5316	12.196	10.3386	NA	NA	NA	NA
PKNOX2	63876	23.7252	27.1677	cerebral-cortex	glial-cells	High	Supported
PKP2	5318	2.04587	0.94741	NA	NA	NA	NA
PKP4	8502	20.9106	22.126	NA	NA	NA	NA
PLA2G12A	81579	13.5194	8.15717	NA	NA	NA	NA
PLA2G12AP1	100420258	1.15085	1.36291	NA	NA	NA	NA
PLA2G15	23659	8.77083	11.4545	NA	NA	NA	NA
PLA2G3	50487	5.2931	7.71613	NA	NA	NA	NA
PLA2G4A	5321	0.865141	2.46825	cerebral-cortex	glial-cells	Low	Approved
PLA2G4B	100137049	3.61431	2.56256	NA	NA	NA	NA
PLA2G4C	8605	1.69615	0.826842	cerebral-cortex	glial-cells	Medium	Approved
PLA2G6	8398	7.64007	7.44077	NA	NA	NA	NA
PLA2G7	7941	0.212683	0.16629	NA	NA	NA	NA
PLA2R1	22925	0.436528	0.511416	NA	NA	NA	NA
PLAA	9373	17.811	20.2384	NA	NA	NA	NA
PLAC8	51316	0.372525	0.242274	NA	NA	NA	NA
PLAC8L1	153770	1.09594	1.64279	NA	NA	NA	NA
PLAC9	219348	14.4867	14.8754	NA	NA	NA	NA
PLAG1	5324	8.63134	8.14835	NA	NA	NA	NA
PLAGL1	5325	28.9513	31.6015	NA	NA	NA	NA
PLAGL2	5326	8.82654	12.7846	NA	NA	NA	NA
PLAT	5327	7.26958	22.4496	NA	NA	NA	NA
PLAU	5328	15.9533	43.3312	NA	NA	NA	NA
PLAUR	5329	9.95245	20.4137	NA	NA	NA	NA
PLB1	151056	0.315405	0.470102	NA	NA	NA	NA
PLBD1	79887	0.815773	1.02336	NA	NA	NA	NA
PLBD2	196463	4.01337	10.1586	cerebral-cortex	glial-cells	High	Approved
PLCB1	23236	1.21134	1.96103	NA	NA	NA	NA
PLCB2	5330	0.789775	1.76825	cerebral-cortex	glial-cells	High	Approved
PLCB3	5331	11.6084	16.8511	NA	NA	NA	NA
PLCB4	5332	11.4422	11.3099	NA	NA	NA	NA
PLCD1	5333	11.3351	10.7534	NA	NA	NA	NA
PLCD3	113026	5.66561	8.97269	NA	NA	NA	NA
PLCD4	84812	13.0771	8.53079	NA	NA	NA	NA
PLCE1	51196	8.06462	3.72154	NA	NA	NA	NA
PLCE1-AS1	100128054	0.234441	0.0881298	NA	NA	NA	NA
PLCG1	5335	52.8268	74.9577	cerebral-cortex	glial-cells	Low	Approved
PLCG2	5336	0.433835	0.208558	cerebral-cortex	glial-cells	Low	Enhanced
PLCH1	23007	0.366063	2.61993	NA	NA	NA	NA
PLCH2	9651	1.06119	0.168015	NA	NA	NA	NA
PLCL1	5334	1.39853	0.970134	cerebral-cortex	glial-cells	Medium	Enhanced
PLCL2	23228	11.9101	5.54008	cerebral-cortex	glial-cells	Medium	Enhanced
PLCXD1	55344	19.9926	20.5465	cerebral-cortex	glial-cells	Medium	Approved
PLCXD2	257068	0.861145	1.01429	NA	NA	NA	NA
PLD1	5337	6.44439	3.84139	cerebral-cortex	glial-cells	Low	Enhanced
PLD2	5338	13.2385	16.0688	NA	NA	NA	NA
PLD3	23646	353.17	226.872	cerebral-cortex	glial-cells	Low	Approved
PLD4	122618	0.0623535	0.171684	NA	NA	NA	NA
PLD5	200150	0.414109	0.610861	NA	NA	NA	NA
PLD6	201164	0.88637	0.510108	cerebral-cortex	glial-cells	Medium	Approved
PLEC	5339	3.6923	3.76137	cerebral-cortex	glial-cells	Low	Enhanced
PLEKHA1	59338	13.7749	16.6108	cerebral-cortex	glial-cells	Medium	Approved
PLEKHA2	59339	8.48367	4.78629	cerebral-cortex	glial-cells	Low	Approved
PLEKHA3	65977	3.18083	4.87017	cerebral-cortex	glial-cells	Low	Approved
PLEKHA4	57664	27.8161	14.4925	NA	NA	NA	NA
PLEKHA5	54477	10.5677	13.2056	NA	NA	NA	NA
PLEKHA6	22874	2.40878	3.54649	NA	NA	NA	NA
PLEKHA7	144100	2.8356	1.10444	NA	NA	NA	NA
PLEKHA8	84725	10.0276	15.5202	NA	NA	NA	NA
PLEKHA8P1	51054	2.001	6.96113	NA	NA	NA	NA
PLEKHB1	58473	1.44496	0.969164	NA	NA	NA	NA
PLEKHB2	55041	15.6109	26.0575	NA	NA	NA	NA
PLEKHD1	400224	1.22201	0.649046	NA	NA	NA	NA
PLEKHF1	79156	0.728809	1.57693	NA	NA	NA	NA
PLEKHF2	79666	7.56265	6.7718	NA	NA	NA	NA
PLEKHG1	57480	0.877248	2.61249	cerebral-cortex	glial-cells	Medium	Approved
PLEKHG2	64857	24.7569	33.6614	NA	NA	NA	NA
PLEKHG3	26030	15.7442	15.363	cerebral-cortex	glial-cells	High	Enhanced
PLEKHG4	25894	0.139929	0.610342	NA	NA	NA	NA
PLEKHG4B	153478	1.77529	3.64258	NA	NA	NA	NA
PLEKHG5	57449	6.67436	7.4337	NA	NA	NA	NA
PLEKHG6	55200	0.776221	0.526286	NA	NA	NA	NA
PLEKHH1	57475	2.24487	3.65456	NA	NA	NA	NA
PLEKHH2	130271	1.4613	1.22995	NA	NA	NA	NA
PLEKHH3	79990	13.145	9.88283	NA	NA	NA	NA
PLEKHJ1	55111	93.9912	64.4466	NA	NA	NA	NA
PLEKHM1	9842	2.42087	2.86657	cerebral-cortex	glial-cells	Low	Approved
PLEKHM2	23207	20.562	21.1087	cerebral-cortex	glial-cells	Medium	Approved
PLEKHM3	389072	0.453904	1.46315	NA	NA	NA	NA
PLEKHO1	51177	0.846609	0.947117	NA	NA	NA	NA
PLEKHO2	80301	6.03542	6.87183	NA	NA	NA	NA
PLGLB1	5343	2.61986	0.808373	NA	NA	NA	NA
PLGLB2	5342	0.169801	1.27727	NA	NA	NA	NA
PLGRKT	55848	32.0245	12.3205	cerebral-cortex	glial-cells	Low	Supported
PLIN2	123	13.2772	23.119	NA	NA	NA	NA
PLIN3	10226	53.2226	45.1152	NA	NA	NA	NA
PLIN4	729359	0.225115	0.266914	NA	NA	NA	NA
PLIN5	440503	0.601452	0.287392	NA	NA	NA	NA
PLK1	5347	46.6667	49.046	NA	NA	NA	NA
PLK2	10769	32.8239	89.3275	cerebral-cortex	glial-cells	Low	Approved
PLK3	1263	15.39	14.3768	cerebral-cortex	glial-cells	Medium	Enhanced
PLK4	10733	22.2531	26.0635	NA	NA	NA	NA
PLLP	51090	0.166231	0.617694	cerebral-cortex	glial-cells	Medium	Enhanced
PLOD1	5351	53.3647	89.9335	NA	NA	NA	NA
PLOD2	5352	10.9832	23.5704	cerebral-cortex	glial-cells	Low	Approved
PLOD3	8985	22.8227	41.3967	NA	NA	NA	NA
PLP1	5354	10.5314	14.9824	cerebral-cortex	glial-cells	Medium	Enhanced
PLP2	5355	3.89746	0.290896	NA	NA	NA	NA
PLRG1	5356	37.1396	42.6286	cerebral-cortex	glial-cells	Medium	Supported
PLS1	5357	0.314765	0.859902	NA	NA	NA	NA
PLS3	5358	11.0042	7.78396	NA	NA	NA	NA
PLSCR1	5359	9.2569	15.5387	NA	NA	NA	NA
PLSCR4	57088	1.41119	1.86315	NA	NA	NA	NA
PLTP	5360	14.6851	27.4347	NA	NA	NA	NA
PLXDC1	57125	10.7139	9.89687	NA	NA	NA	NA
PLXDC2	84898	5.22952	4.63082	cerebral-cortex	glial-cells	Medium	Approved
PLXNA1	5361	21.1386	19.9061	NA	NA	NA	NA
PLXNA2	5362	15.3151	9.62426	cerebral-cortex	glial-cells	Medium	Approved
PLXNA3	55558	1.31703	1.66986	NA	NA	NA	NA
PLXNA4	91584	0.309576	0.368229	NA	NA	NA	NA
PLXNB1	5364	12.2405	20.8184	cerebral-cortex	glial-cells	Medium	Enhanced
PLXNB2	23654	68.7101	67.9284	NA	NA	NA	NA
PLXNB3	5365	0	1.11769	NA	NA	NA	NA
PLXNC1	10154	5.63282	5.85956	NA	NA	NA	NA
PLXND1	23129	50.728	83.1925	cerebral-cortex	glial-cells	Medium	Approved
PM20D2	135293	6.78864	6.00457	cerebral-cortex	glial-cells	Medium	Approved
PMAIP1	5366	21.0559	24.0734	NA	NA	NA	NA
PMCH	5367	0.124892	0.183212	NA	NA	NA	NA
PMEL	6490	1.94658	3.39091	NA	NA	NA	NA
PMEPA1	56937	9.27955	10.7472	NA	NA	NA	NA
PMF1	11243	68.2771	51.2189	NA	NA	NA	NA
PMF1-BGLAP	100527963	7.63849	6.18703	NA	NA	NA	NA
PMFBP1	83449	2.35202	1.7607	NA	NA	NA	NA
PML	5371	8.68351	11.0993	cerebral-cortex	glial-cells	Low	Supported
PMM1	5372	27.5022	19.7822	NA	NA	NA	NA
PMM2	5373	10.8661	14.8415	NA	NA	NA	NA
PMP22	5376	22.0542	23.472	NA	NA	NA	NA
PMPCA	23203	37.8885	30.7254	cerebral-cortex	glial-cells	Medium	Supported
PMPCB	9512	50.2174	46.58	NA	NA	NA	NA
PMS1	5378	24.0852	17.5193	NA	NA	NA	NA
PMS2	5395	4.04155	4.84746	cerebral-cortex	glial-cells	Medium	Approved
PMS2CL	441194	5.9234	5.32048	NA	NA	NA	NA
PMS2P1	5379	8.05364	2.25311	NA	NA	NA	NA
PMS2P3	5387	0.430698	0.424207	NA	NA	NA	NA
PMS2P4	5382	1.54114	3.19669	NA	NA	NA	NA
PMS2P5	5383	0	0.0457076	NA	NA	NA	NA
PMVK	10654	36.0301	30.4633	cerebral-cortex	glial-cells	Medium	Approved
PNCK	139728	0	0	cerebral-cortex	glial-cells	Medium	Approved
PNISR	25957	126.575	93.3058	cerebral-cortex	glial-cells	Medium	Approved
PNKD	25953	57.4679	33.0516	NA	NA	NA	NA
PNKP	11284	21.0621	19.7787	cerebral-cortex	glial-cells	Medium	Supported
PNMA1	9240	56.8921	45.6506	NA	NA	NA	NA
PNMA2	10687	3.53175	5.16373	NA	NA	NA	NA
PNMT	5409	1.40042	1.0891	NA	NA	NA	NA
PNN	5411	91.6571	79.592	cerebral-cortex	glial-cells	Medium	Supported
PNO1	56902	16.4196	8.67794	NA	NA	NA	NA
PNP	4860	4.92556	16.2398	NA	NA	NA	NA
